Compania,Seccion_CIIU,Clasificacion_Tamaño,Año,Razon_Liquidez,Prueba_Acida,Razon_Efectivo,Deuda_Activos_pct,Deuda_Capital_pct,Deuda_Neta_EBITDA,ZScore_Altman,ROA_pct,ROE_pct,Margen_Operacional_pct,Margen_Neto_pct,Margen_EBITDA_pct,Activos_Totales,Pasivos_Totales,Patrimonio_Total,Ingresos_Operativos,Utilidad_Neta,EBIT,Capital_Trabajo,Contrib_X1_2021,Contrib_X2_2021,Contrib_X3_2021,Contrib_X4_2021,Zona_ZScore,Cluster_Label,Contrib_X1_2022,Contrib_X2_2022,Contrib_X3_2022,Contrib_X4_2022,Contrib_X1_2023,Contrib_X2_2023,Contrib_X3_2023,Contrib_X4_2023,Contrib_X1_2024,Contrib_X2_2024,Contrib_X3_2024,Contrib_X4_2024
Landers y Cia S.A.S.,C – Industria manufacturera,Grande,2024,1.5400,0.6600,0.0500,34.1800,127.3200,2.6000,2.4800,1.7400,6.4900,6.8500,1.3600,9.5400,233134.7500,170549.8200,62584.9400,297918.3500,4060.5100,20415.6900,64336.7500,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.8103,0.0637,0.5885,0.3853
Plural Comunicaciones S A S,J – Información y comunicaciones,Grande,2024,0.8500,0.8500,0.0200,12.7000,44.9700,0.0400,5.3300,268.5200,950.4000,705.2400,706.0300,730.3700,94452.1900,67766.5800,26685.6100,297742.8900,253620.8600,253337.3000,-5880.3500,,,,,Zona Segura,Perfil moderado,,,,,,,,,-0.4084,-12.6923,18.0242,0.4135
Consorcio Metalurgico Nacional S.A.S.,C – Industria manufacturera,Grande,2024,1.1800,0.5000,0.0400,30.1800,60.4900,5.4100,3.0900,0.5100,1.0200,4.1600,0.4500,4.7000,264522.3200,132556.6600,131965.6600,297210.0900,1340.2900,12350.8400,21051.1200,,,,,Zona Segura,Perfil moderado,,,,,,,,,0.5221,1.4539,0.3138,1.0453
Cooperativa de Caficultores de Salgar Ltda.,G – Comercio al por mayor y menor,Grande,2024,1.1100,0.6200,0.1700,36.6000,174.1800,21.6100,0.8600,0.4400,2.1000,0.3100,0.1800,0.4500,121788.2900,96193.8900,25594.4000,297067.1600,536.4000,925.4300,10166.5800,,,,,Zona Quiebra,Perfil moderado,,,,,,,,,0.5476,0.0000,0.0511,0.2794
Centro Automotor Diesel S A Centrodiesel,G – Comercio al por mayor y menor,Grande,2024,1.9500,1.1300,0.1000,23.1400,38.1200,2.5200,4.6000,4.0700,6.7100,3.3200,2.0500,4.0100,148490.4700,58369.1000,90121.3700,295794.9100,6043.4300,9759.3300,43805.9700,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.9353,0.6495,0.4417,1.6212
Omya Andina S.A.S.,C – Industria manufacturera,Grande,2024,1.1300,0.8700,0.1500,16.7000,28.1600,1.6600,2.4600,4.0600,6.8500,5.9400,4.2500,7.7000,309200.6800,125902.8900,183297.8000,295353.9100,12553.7700,17524.0500,12215.7500,,,,,Zona Alerta,Perfil moderado,,,,,,,,,0.2592,0.3113,0.3809,1.5287
Vallecilla B. y Vallecilla M. y Cia S.C.A Carval de Colombia,C – Industria manufacturera,Grande,2024,1.6500,1.0800,0.0300,27.4800,67.8000,2.7400,2.9700,4.0000,9.8800,10.9400,5.2000,12.5700,378289.6100,224981.5600,153308.0600,295263.7400,15142.9300,31883.9100,76469.2500,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.3261,0.5652,0.5664,0.7155
Massy Motors Am S.A.S,G – Comercio al por mayor y menor,Grande,2024,1.5900,0.9500,0.2000,20.0700,55.7600,0.4400,4.1500,7.8000,21.6600,4.2000,1.8200,6.0000,68758.6800,44005.7500,24752.9300,294809.6700,5361.5700,12329.8500,18182.7300,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.7347,0.9899,1.2050,0.5906
Clinica Medical S A S,Q – Salud y servicios sociales,Grande,2024,0.7400,0.7400,0.1100,5.1100,30.3300,-0.3200,-0.4000,7.6600,45.4700,12.2200,8.2600,13.8200,317143.6700,263678.9600,53464.7100,294270.0400,24308.2400,35962.0300,-67690.6700,,,,,Zona Quiebra,Perfil moderado,,,,,,,,,-1.4002,-0.0000,0.7620,0.2129
Casa Britanica S A,G – Comercio al por mayor y menor,Grande,2024,1.2400,0.5300,0.0600,45.6200,113.7300,9.3300,2.2500,-0.4500,-1.1200,1.7000,-0.2300,2.2700,146563.8300,87774.4400,58789.3900,294149.3600,-660.4800,4952.9800,20205.8300,,,,,Zona Alerta,Perfil moderado,,,,,,,,,0.9044,0.6568,0.2271,0.7033
Clinica Nuestra Senora De Los Remedios,Q – Salud y servicios sociales,Grande,2024,7.9600,7.6900,0.8000,0.0000,0.0000,-0.4900,14.9800,19.7200,21.8600,23.9400,33.6700,24.3700,502245.8100,49239.9900,453005.8200,294086.0200,99017.7300,70402.6000,305507.9300,,,,,Zona Segura,Alto desempeño,,,,,,,,,3.9903,0.0000,0.9420,9.6600
Petroleos Colombianos Sa,B – Explotación de minas y canteras,Grande,2024,1.5600,1.5400,1.0900,0.0000,0.0000,-0.7300,6.8800,24.1100,50.1600,58.9800,33.9700,78.1400,407012.7800,211344.9700,195667.8000,293883.1600,98140.8500,170414.6700,84701.2500,,,,,Zona Segura,Alto desempeño,,,,,,,,,1.3652,1.4462,2.8136,0.9721
Corporacion de Ferias y Exposiciones S.A.,N – Actividades de servicios administrativos,Grande,2024,0.8500,0.8300,0.3200,10.6600,15.4300,0.6500,3.8600,6.2400,9.0300,20.9300,16.9400,26.0500,777041.6800,240208.2800,536833.4000,293567.5000,48495.8700,59934.7400,-16139.5700,,,,,Zona Segura,Perfil moderado,,,,,,,,,-0.1363,1.1260,0.5183,2.3466
Manuchar Colombia Cia S.A.S.,G – Comercio al por mayor y menor,Grande,2024,1.3300,0.6500,0.0300,0.6200,1.3600,-0.4400,3.2400,1.2700,2.7900,0.7400,1.1100,1.7300,237120.7000,129508.7000,107611.9900,293389.6900,3004.2100,2002.4900,37182.3700,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.0287,1.2009,0.0568,0.8725
Superpolo S.A.S.,C – Industria manufacturera,Grande,2024,2.0100,1.2700,0.1800,14.1100,23.7300,0.5800,5.3900,6.4900,10.9100,10.9700,6.5400,12.2700,293142.1500,118901.6600,174240.4900,292899.3300,19012.0300,31905.9600,112507.6700,,,,,Zona Segura,Perfil moderado,,,,,,,,,2.5177,0.6255,0.7314,1.5387
Disan Colombia S.A.S.,G – Comercio al por mayor y menor,Grande,2024,1.0900,0.5600,0.0300,38.8100,168.2400,19.5400,0.6200,-3.2500,-14.0900,0.0400,-3.3200,1.9000,284466.1900,218841.2200,65624.9700,292529.2000,-9244.8700,113.5400,17280.8600,,,,,Zona Quiebra,Perfil moderado,,,,,,,,,0.3985,0.2641,0.0027,0.3149
Colwagen S.A.S.,G – Comercio al por mayor y menor,Grande,2024,0.8600,0.5200,0.0900,63.9600,613.8500,17.4800,-1.7700,-10.8500,-104.1500,-2.3100,-4.4800,1.3700,116606.3600,104456.3700,12149.9900,292209.9500,-12654.2400,-6514.4100,-10456.0300,,,,,Zona Quiebra,Perfil moderado,,,,,,,,,-0.5882,-0.5705,-0.3754,0.1221
Arrow Exploration Llanos Sucursal Colombia,B – Explotación de minas y canteras,Grande,2024,1.4400,1.4300,0.2400,7.1200,17.8300,0.0200,5.7000,22.2500,55.7500,27.9600,16.8200,67.2400,210462.9600,126475.7200,83987.2400,291832.5400,46825.6600,77831.5000,19448.3600,,,,,Zona Segura,Alto desempeño,,,,,,,,,0.6062,1.7905,2.4851,0.6973
Licencias On Line S A S,J – Información y comunicaciones,Grande,2024,1.2500,1.0600,0.0500,6.0500,28.8200,0.5700,2.5900,0.8200,3.9000,1.4200,0.3600,1.6000,127196.8600,100474.8800,26721.9800,291783.9700,1042.8700,4095.2900,25124.4300,,,,,Zona Alerta,Perfil moderado,,,,,,,,,1.2958,0.7953,0.2164,0.2793
Amcor Holdings Australia Pty Ltd Sucursal Colombia,C – Industria manufacturera,Grande,2024,2.2400,1.8100,0.2100,39.8800,156.8900,4.1100,3.1900,-1.6200,-6.3700,4.4000,-1.8800,9.3100,339387.6100,253111.3600,86276.2500,291326.1900,-5492.8900,12821.0000,137679.1400,,,,,Zona Segura,Perfil moderado,,,,,,,,,2.6612,0.1770,0.2539,0.3579
Applus Norcontrol Colombia Limitada,M – Actividades profesionales y científicas,Grande,2024,1.7200,1.7200,0.1600,8.2000,18.3400,0.0900,4.1300,5.2300,11.7000,4.8000,3.2100,7.4300,178183.8700,98561.3100,79622.5700,291199.2300,9315.8600,13944.2400,56393.8200,,,,,Zona Segura,Perfil moderado,,,,,,,,,2.0762,0.6855,0.5259,0.8482
Ci. Frontier Next S.A.S.,C – Industria manufacturera,Grande,2024,1.3100,0.9900,0.2600,16.0400,36.6900,0.5000,2.3600,3.9000,8.9200,2.1300,2.1500,4.5000,157342.3600,88535.9500,68806.4100,290770.3600,6139.6800,6106.3100,22421.8200,,,,,Zona Alerta,Perfil moderado,,,,,,,,,0.9348,0.1272,0.2608,0.8160
S.C. Johnson & Son Colombiana S.A.,G – Comercio al por mayor y menor,Grande,2024,1.3500,0.8500,0.1000,0.6400,2.2000,-0.2000,3.7200,16.3000,55.8300,12.9000,7.0400,12.9900,124691.7000,88288.8200,36402.8800,290543.5100,20323.7800,37224.9200,30255.0000,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.5917,-0.1386,2.0062,0.4329
Gi Group Staffing S.A.S,N – Actividades de servicios administrativos,Grande,2024,1.0500,1.0500,0.1300,50.7900,711.6700,7.0800,0.3400,-2.0000,-28.1000,0.6400,-0.3200,0.8800,46245.9800,42945.7400,3300.2400,290499.9600,-927.3000,1866.1000,2317.8100,,,,,Zona Quiebra,Perfil moderado,,,,,,,,,0.3288,0.0035,0.2712,0.0807
Qmax Solutions Colombia,B – Explotación de minas y canteras,Grande,2024,2.0600,1.4400,0.0800,13.6100,25.1200,0.6900,5.9400,8.3600,15.4200,6.6400,4.5800,8.2100,158427.4700,72560.2900,85867.1800,289124.6700,13236.6200,19213.0600,72622.7100,,,,,Zona Segura,Perfil moderado,,,,,,,,,3.0071,0.8182,0.8150,1.2426
Hierros Hb S.A.,G – Comercio al por mayor y menor,Grande,2024,1.3300,0.4400,0.1400,4.6100,12.6800,-0.3300,3.4600,3.6100,9.9100,3.4300,1.5300,4.8100,121794.1200,77457.1700,44336.9600,288987.0900,4395.5100,9875.1400,23204.8200,,,,,Zona Segura,Alto desempeño,,,,,,,,,1.2498,1.1436,0.5449,0.6010
Hmcl Colombia S.A.S.,C – Industria manufacturera,Grande,2024,0.8900,0.3900,0.0200,25.6000,2850.5800,-36.4500,-3.1500,-5.2200,-581.8300,-2.2300,-5.1900,-0.6500,256277.0200,253975.5600,2301.4600,288603.3300,-13390.6200,-5756.4600,-24192.6900,,,,,Zona Quiebra,Perfil moderado,,,,,,,,,-0.6193,-2.1880,-0.1509,0.0095
Clinica Medicos S.A.,Q – Salud y servicios sociales,Grande,2024,1.6300,1.5900,0.0200,5.7700,9.0100,0.4200,4.4900,4.9200,7.6800,16.2900,8.4400,20.8800,491446.5000,176698.2200,314748.2800,286435.2500,24187.4800,46672.6900,109825.0500,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.4660,0.6275,0.6382,1.8703
Genomma Lab Colombia Ltda,G – Comercio al por mayor y menor,Grande,2024,1.3500,0.9900,0.2200,0.1000,0.3200,-0.3900,4.2200,11.3100,34.5500,14.6400,6.7800,15.0500,161833.7300,108861.8900,52971.8500,285244.0800,18302.1600,39564.2600,25809.2200,,,,,Zona Segura,Alto desempeño,,,,,,,,,1.0462,1.0245,1.6429,0.5109
Hino Motors Manufacturing Colombia S.A.S,C – Industria manufacturera,Grande,2024,1.2800,0.5900,0.2700,3.1300,5.6000,-0.4600,2.3800,5.5600,9.9700,6.0300,2.8900,7.8200,140974.9500,62306.1800,78668.7600,284898.6300,7843.7000,16349.8300,14471.5800,,,,,Zona Alerta,Perfil moderado,,,,,,,,,0.6734,-0.2068,0.7794,1.3257
Cementos San Marcos S.A.S Bic,B – Explotación de minas y canteras,Grande,2024,0.9900,0.4700,0.0600,54.7800,187.1200,4.1100,0.7300,0.1600,0.5400,10.3800,0.2400,19.4100,420315.2100,297273.7800,123041.4300,284631.3800,660.4100,29191.7500,-1332.0400,,,,,Zona Alerta,Perfil moderado,,,,,,,,,-0.0208,0.3156,0.4667,0.4346
Sonda de Colombia S.A.,J – Información y comunicaciones,Grande,2024,1.9000,1.8000,0.2300,14.1800,23.4000,0.9800,3.9100,2.6900,4.4400,4.8400,2.6200,7.9900,275894.4900,108650.5100,167243.9900,284625.0500,7421.0700,13724.1200,65327.6400,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.5533,0.3566,0.3343,1.6162
Inversiones Promega S.A.S,G – Comercio al por mayor y menor,Grande,2024,0.9500,0.4900,0.0800,25.5500,39.5000,4.2200,2.9900,0.0300,0.0500,4.1500,0.0200,4.4200,213740.9400,75515.1300,138225.8100,284162.3000,67.9400,11421.1000,-1999.2900,,,,,Zona Segura,Perfil moderado,,,,,,,,,-0.0614,1.1101,0.3591,1.9220
Inversiones Duquin S.A.S,G – Comercio al por mayor y menor,Grande,2024,1.3200,0.4900,0.2400,14.1800,55.2300,-0.3500,3.1300,5.4300,21.1500,4.9600,2.6400,5.1000,138233.0600,102755.1800,35477.8800,284087.5200,7503.4600,14063.2900,32353.0100,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.5353,0.6497,0.6837,0.3625
Inversiones en Recreacion Deporte y Salud S.A.,Q – Salud y servicios sociales,Grande,2024,0.2900,0.2900,0.0100,95.7000,-721.7500,8.5600,-7.1200,1.3500,-10.1600,20.1000,2.5400,20.7100,534846.7400,605762.1500,-70915.4100,283650.3000,7204.4300,56998.5200,-424927.9700,,,,,Zona Quiebra,Perfil moderado,,,,,,,,,-5.2118,-1.8758,0.7161,-0.1229
Vitalis S.A.C.I.,G – Comercio al por mayor y menor,Grande,2024,0.8700,0.5300,0.0600,27.6000,48.3100,3.1500,1.3600,-0.6300,-1.1000,15.0200,-1.4300,18.5300,638015.3800,273506.6800,364508.7000,283201.8000,-4029.4900,42404.5400,-26152.0700,,,,,Zona Alerta,Perfil moderado,,,,,,,,,-0.2689,0.2626,0.4466,1.3994
Recamier S.A.,C – Industria manufacturera,Grande,2024,1.2500,0.8900,0.0200,35.4700,162.6100,3.4400,1.7000,3.1200,14.3100,7.7100,2.6000,8.3200,229949.9400,179795.1100,50154.8300,282813.8000,7178.1900,21254.7900,30709.5000,,,,,Zona Alerta,Perfil moderado,,,,,,,,,0.8761,0.1642,0.6211,0.2929
Pelaez Hermanos Sa,A – Agricultura y ganadería,Grande,2024,1.9800,1.3100,0.4500,0.0000,0.0000,-0.6400,6.4900,7.9500,10.1200,10.9400,6.2600,11.0000,207909.6900,44587.4100,163322.2800,282636.9000,16521.6000,28883.4900,41197.5900,,,,,Zona Segura,Alto desempeño,,,,,,,,,1.2999,0.6840,0.9336,3.8461
Ecolab Colombia S.A.,C – Industria manufacturera,Grande,2024,2.2400,1.5400,0.2500,0.0000,0.0000,-0.5300,5.9900,3.1400,4.5200,5.8900,2.2900,10.2600,204996.3100,62366.1800,142630.1300,282467.4700,6442.6500,16598.6900,77194.2100,,,,,Zona Segura,Perfil moderado,,,,,,,,,2.4703,0.6009,0.5441,2.4013
Tour Vacation Hoteles Azul S.A.S Bic,I – Alojamiento y gastronomía,Grande,2024,0.3000,0.2800,0.0100,11.2500,41.9100,1.3700,-1.6400,0.9200,3.4400,8.5600,1.9000,16.6300,556957.4000,407415.1100,149542.2900,282288.6100,5144.6700,23135.6000,-176735.5800,,,,,Zona Quiebra,Perfil moderado,,,,,,,,,-2.0816,-0.0866,0.2791,0.3854
Haceb Whirlpool Industrial S.A.S,C – Industria manufacturera,Grande,2024,1.0600,0.6600,0.0800,33.2300,128.6000,1.8600,0.7100,0.4800,1.8500,5.0500,0.3200,9.7500,186497.5300,138310.5000,48187.0300,281331.5500,892.4800,14185.5800,7692.6300,,,,,Zona Alerta,Perfil moderado,,,,,,,,,0.2706,0.0156,0.5111,0.3658
Termomorichal S A S,"D – Electricidad, gas, vapor",Grande,2024,2.2600,2.2000,1.2700,4.2000,5.8400,-0.5000,10.8900,47.1500,65.5700,74.6700,59.1100,76.0800,352539.6900,99046.8400,253492.8600,281188.0700,166210.4300,209966.3300,122090.5000,,,,,Zona Segura,Alto desempeño,,,,,,,,,2.2718,1.5860,4.0023,2.6873
Cafe Y Compania S.A.S. Cafe&Co S.A.S.,C – Industria manufacturera,Grande,2024,3.2400,2.5900,0.2400,0.0000,0.0000,-0.1300,11.8500,26.5500,35.2300,17.7400,10.9600,18.4400,115621.9500,28485.6900,87136.2600,280689.1800,30699.5700,49673.0700,62836.6200,,,,,Zona Segura,Alto desempeño,,,,,,,,,3.5651,2.2690,2.8870,3.2119
Constructora Bolivar Cali S A,F – Construcción,Grande,2024,1.3800,0.9900,0.0100,27.5800,120.5300,5.9900,1.4500,1.6200,7.0800,30.6700,11.3300,31.7800,1868008.1000,1440581.0700,427427.0200,280378.9600,30262.6400,81919.8100,281552.3200,,,,,Zona Alerta,Perfil moderado,,,,,,,,,0.9887,0.0524,0.2947,0.3115
Massy Motors Mz S.A.S.,G – Comercio al por mayor y menor,Grande,2024,1.5900,1.1700,0.1400,18.2900,41.5100,0.7300,4.4000,6.5200,14.8000,4.2600,1.8500,5.0000,79080.5900,44244.8500,34835.7400,280154.0200,5156.6400,11866.9700,18202.3500,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.5099,1.3575,1.0084,0.8267
Constructora Contex S.A.S Bic,F – Construcción,Grande,2024,3.4300,0.9000,0.3200,37.7800,544.8800,27.7500,4.8800,0.9200,13.3300,2.8800,2.7000,3.0300,817036.6500,760381.3200,56655.3200,279219.4700,7550.7800,8056.8100,566633.2700,,,,,Zona Segura,Perfil moderado,,,,,,,,,4.5495,0.1941,0.0663,0.0782
Comercializadora Mercaldas S.A,C – Industria manufacturera,Grande,2024,1.5100,0.6400,0.1500,19.0000,34.7900,1.3500,3.9100,4.5200,8.2800,3.4600,1.8900,4.5500,111822.2100,50759.0200,61063.1900,277513.8700,5054.3900,9251.5300,16039.8200,,,,,Zona Segura,Perfil moderado,,,,,,,,,0.9410,1.2639,0.5560,1.2632
Griffith Foods S.A.S.,C – Industria manufacturera,Grande,2024,1.6500,1.2700,0.2700,1.6600,2.9700,-0.5200,4.7800,10.0000,17.9200,9.8600,5.9400,11.3500,163070.1000,72056.6400,91013.4600,277365.8400,16305.5000,27083.3300,46014.6600,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.8511,0.4102,1.1161,1.3262
Holcrest S.A.S.,J – Información y comunicaciones,Grande,2024,1.1000,1.1000,0.2300,14.6300,89.8500,-0.2100,1.7500,7.3800,45.3200,4.3200,2.0700,5.3800,77655.1300,65013.5000,12641.6300,276794.8300,5728.9900,11947.4200,6118.4900,,,,,Zona Alerta,Perfil moderado,,,,,,,,,0.5169,0.1758,1.0339,0.2042
Minera El Roble S.A,B – Explotación de minas y canteras,Grande,2024,0.7800,0.4300,0.0900,19.0900,74.1600,0.6200,1.0000,8.8700,34.4500,15.3500,7.6200,20.4000,236519.6000,175621.3800,60898.2200,276480.6500,20981.9700,42295.1000,-25761.1700,,,,,Zona Alerta,Alto desempeño,,,,,,,,,-0.7145,0.3663,1.2017,0.3641
Comercializadora Inducascos S.A.S.,C – Industria manufacturera,Grande,2024,2.2800,1.3900,0.0800,17.9900,30.1900,0.6100,7.4200,8.9000,14.9300,12.3800,4.8900,13.2600,151219.7900,61087.0700,90132.7200,275458.8700,13459.1000,34108.5100,73037.1900,,,,,Zona Segura,Perfil moderado,,,,,,,,,3.1684,1.6304,1.5157,1.5493
Aceros Cortados S.A.S.,C – Industria manufacturera,Grande,2024,1.6700,0.7200,0.1000,44.1400,97.6000,11.8900,3.0100,-2.4200,-5.3600,1.8400,-1.8500,2.5200,207912.2200,113893.2500,94018.9700,275225.0400,-5042.2400,5025.6000,72764.6600,,,,,Zona Segura,Perfil moderado,,,,,,,,,2.2959,0.1062,0.1624,0.8668
Givaudan Colombia S.A.S,G – Comercio al por mayor y menor,Grande,2024,1.8300,1.3000,0.2100,20.7900,63.0500,1.3500,3.1200,0.4600,1.4100,3.6400,0.3000,5.3500,176654.9000,118407.2400,58247.6600,275207.0200,818.7200,10001.3700,66770.8700,,,,,Zona Segura,Perfil moderado,,,,,,,,,2.4795,0.0151,0.3805,0.5165
Administracion e Inversiones Comerciales S.A.S,K – Actividades financieras y de seguros,Grande,2024,1.4200,1.4200,0.0100,0.0000,0.0000,-0.0700,1.8100,1.3900,3.5900,12.7900,5.1600,13.4400,959946.4300,588481.5800,371464.8500,274757.9900,13324.0400,33034.6200,70419.6000,,,,,Zona Alerta,Alto desempeño,,,,,,,,,0.4812,0.4999,0.2313,0.6628
Comestibles Ricos Sociedad Anonima,C – Industria manufacturera,Grande,2024,0.8500,0.4300,0.0600,13.2000,28.1100,4.2100,1.0200,-0.0800,-0.1600,-0.3200,-0.0400,1.3700,143887.4100,76326.7600,67560.6400,274435.3700,-107.9400,-852.4400,-9555.2800,,,,,Zona Alerta,Perfil moderado,,,,,,,,,-0.4356,0.7237,-0.0398,0.9294
Palmar de Altamira S.A.S.,C – Industria manufacturera,Grande,2024,0.9400,0.7900,0.2100,14.6800,23.8900,0.3800,2.6100,6.7600,11.0100,13.5200,6.6700,20.2300,268171.1700,103365.5800,164805.5900,274433.7200,18141.7400,36779.7800,-5542.9400,,,,,Zona Segura,Alto desempeño,,,,,,,,,-0.1356,0.3556,0.9217,1.6741
Avicola Triple A S.A.S.,A – Agricultura y ganadería,Grande,2024,0.9300,0.5400,0.0400,36.6000,77.8800,1.7300,1.4200,3.4400,7.3100,8.7200,3.5200,20.9400,235133.3100,124647.0900,110486.2200,274376.9300,8080.3600,20016.5200,-5020.8500,,,,,Zona Alerta,Perfil moderado,,,,,,,,,-0.1401,0.3402,0.5721,0.9307
Impormar de Colombia S.A.S.,C – Industria manufacturera,Grande,2024,1.3200,0.5000,0.0200,67.2400,213.5900,4.5400,3.0500,4.3400,13.8000,6.0300,1.8400,6.1400,116517.1600,79837.6700,36679.4900,274363.1600,5060.8600,16540.3600,25391.5300,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.4296,0.8452,0.9539,0.4824
Plasticos Rimax Sas,C – Industria manufacturera,Grande,2024,2.0300,1.2200,0.2000,4.4000,6.5400,-0.0100,6.4800,12.8600,19.1100,19.4800,11.8300,27.4500,248622.6700,81226.2700,167396.4000,273104.7200,31981.9700,52664.6800,59722.3700,,,,,Zona Segura,Alto desempeño,,,,,,,,,1.5758,1.4009,1.4235,2.1639
Saitemp S.A.,N – Actividades de servicios administrativos,Grande,2024,1.5700,1.5700,0.3800,0.0000,0.0000,-2.0100,3.6100,4.1300,16.9000,0.7800,0.3900,0.9900,25480.4800,19254.0100,6226.4700,272365.7100,1052.1800,2119.5700,8178.1300,,,,,Zona Segura,Perfil moderado,,,,,,,,,2.1055,0.6023,0.5590,0.3396
Soletanche Bachy Colombia Sas,F – Construcción,Grande,2024,0.9000,0.8300,0.1100,14.9000,76.2400,-4.8100,-0.9700,-7.6600,-39.2000,-8.4800,-10.6300,-1.8300,335246.4700,269722.4300,65524.0400,272231.4100,-25683.9000,-20505.8600,-24293.7800,,,,,Zona Quiebra,Perfil moderado,,,,,,,,,-0.4754,-0.2296,-0.4110,0.2551
Caribe Supermercados S.A.S.,G – Comercio al por mayor y menor,Grande,2024,1.1200,0.3500,0.2000,3.3900,11.0800,-0.1100,1.7700,2.0100,6.5700,2.6800,0.6700,4.6700,89773.6600,62270.0800,27503.5800,272229.2200,1807.8300,7257.3200,2710.9400,,,,,Zona Alerta,Perfil moderado,,,,,,,,,0.1981,0.7070,0.5432,0.4638
Inversiones Merca Z S.A.,G – Comercio al por mayor y menor,Grande,2024,1.1000,0.3300,0.2100,21.4000,54.2600,0.6400,2.1300,4.2500,10.7700,2.7600,1.0500,4.0600,66806.4900,40458.2100,26348.2700,271996.5800,2838.1400,7502.6300,3504.2800,,,,,Zona Alerta,Perfil moderado,,,,,,,,,0.3441,0.6394,0.7547,0.6838
Eli Lilly Interamerica Inc,G – Comercio al por mayor y menor,Grande,2024,10.2600,8.0900,3.3800,0.0000,0.0000,-6.2000,15.9500,2.6800,2.9800,4.9300,2.8100,5.4300,285270.5800,28537.4100,256733.1700,271951.6600,7638.0500,13418.6500,250673.2100,,,,,Zona Segura,Alto desempeño,,,,,,,,,5.7644,0.4170,0.3161,9.4462
Casahidalgo Constructores S.A.S.,F – Construcción,Grande,2024,2.1100,1.8900,0.3400,13.7000,79.2500,1.0300,1.3900,-0.6900,-4.0100,3.4500,-1.8800,18.3500,731944.7200,605382.8700,126561.8500,271676.4100,-5078.2600,9302.3300,161393.4900,,,,,Zona Alerta,Perfil moderado,,,,,,,,,1.4465,-0.1318,0.0854,0.2195
Asociacion Probienestar De La Familia Colombiana - Profamilia,Q – Salud y servicios sociales,Grande,2024,1.7400,1.3100,0.4100,0.0000,0.0000,8.8800,4.1900,2.7400,4.4400,-2.3200,1.9600,-1.2400,193928.9900,74011.4000,119917.5900,271485.7200,5322.8500,-6312.3600,52987.1600,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.7924,0.5070,-0.2187,1.7013
Colorquimica S.A.S.,C – Industria manufacturera,Grande,2024,1.8100,0.9200,0.0500,11.6000,16.8000,0.9600,6.0000,6.7000,9.7000,11.0700,7.8700,12.7300,311153.2100,96348.8400,214804.3700,271223.4500,20840.3200,29313.6700,66041.7700,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.3923,1.6277,0.6331,2.3409
Zx Ventures Colombia S.A.S.,G – Comercio al por mayor y menor,Grande,2024,0.7200,0.5800,0.3400,28.1300,95.8300,1.2700,-6.9600,-18.8500,-64.2100,-5.6300,-9.3100,3.6100,135741.1200,95892.7900,39848.3300,270800.2700,-25584.8600,-15470.3300,-20738.9600,,,,,Zona Quiebra,Perfil moderado,,,,,,,,,-1.0023,-5.0128,-0.7659,0.4363
Perficient Colombia S.A.S.,G – Comercio al por mayor y menor,Grande,2024,4.4100,4.4100,0.7500,0.9000,1.0700,-0.4000,12.9600,14.7300,17.6400,8.2100,5.7000,11.0300,103176.4200,17014.3100,86162.1100,270517.4300,15196.3300,21880.8000,58067.9500,,,,,Zona Segura,Alto desempeño,,,,,,,,,3.6920,2.5234,1.4251,5.3173
Inacar S.A.,F – Construcción,Grande,2024,2.5200,0.8800,0.1100,32.0200,63.4900,4.2500,6.0000,3.0600,6.0700,11.3200,5.3400,11.7200,460516.1100,228260.2100,232255.9000,270120.7800,14102.2800,29900.2100,229773.7800,,,,,Zona Segura,Perfil moderado,,,,,,,,,3.2731,1.4603,0.4363,1.0684
C.I. Sociedad Industrial De Grasas Vegetales Sigra S.A.,C – Industria manufacturera,Grande,2024,1.5000,1.0400,0.5700,10.6400,21.0000,-0.6000,4.4600,6.6000,13.0300,9.7100,5.3400,11.8300,213464.2000,105347.5600,108116.6400,269510.1300,14084.8900,25622.7600,35752.2700,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.0987,1.5641,0.8066,1.0776
Organizacion Clinica Bonnadona-Prevenir S.A.S,Q – Salud y servicios sociales,Grande,2024,0.9200,0.8600,0.0600,18.2000,53.8200,0.6200,1.4400,15.3500,45.3700,20.0000,16.8200,25.5400,295248.8100,195378.0600,99870.7500,269436.7900,45310.7900,53872.8500,-16438.9600,,,,,Zona Alerta,Perfil moderado,,,,,,,,,-0.3652,0.2386,1.2262,0.5367
